19	EcolC_0001	Ecoli	+	48	1451	48	1451	1	48	1451	*	*	*	*	*
19	EcolC_0002	Ecoli	+	1456	2556	1456	2556	1	1456	2556	*	*	*	*	*
19	EcolC_0003	Ecoli	+	2556	3629	2556	3629	1	2556	3629	*	*	*	*	*
19	EcolC_0004	Ecoli	+	3658	6072	3658	6072	1	3658	6072	*	*	*	*	*
19	EcolC_0005	Ecoli	+	6312	6710	6312	6710	1	6312	6710	*	*	*	*	*
19	EcolC_0006	Ecoli	+	6825	7637	6825	7637	1	6825	7637	*	*	*	*	*
19	EcolC_0007	Ecoli	-	7683	8339	7683	8339	1	7683	8339	*	*	*	*	*
19	EcolC_0008	Ecoli	+	8617	9306	8617	9306	1	8617	9306	*	*	*	*	*
19	EcolC_0009	Ecoli	+	9303	10181	9303	10181	1	9303	10181	*	*	*	*	*
19	EcolC_0010	Ecoli	+	10165	10782	10165	10782	1	10165	10782	*	*	*	*	*
19	EcolC_0011	Ecoli	+	10779	11927	10779	11927	1	10779	11927	*	*	*	*	*
19	EcolC_0012	Ecoli	+	12047	13339	12047	13339	1	12047	13339	*	*	*	*	*
19	EcolC_0013	Ecoli	-	13336	14400	13336	14400	1	13336	14400	*	*	*	*	*
19	EcolC_0014	Ecoli	+	14501	15715	14501	15715	1	14501	15715	*	*	*	*	*
19	EcolC_0015	Ecoli	-	15717	16124	15717	16124	1	15717	16124	*	*	*	*	*
19	EcolC_0016	Ecoli	+	16355	16768	16355	16768	1	16355	16768	*	*	*	*	*
19	EcolC_0017	Ecoli	+	16880	17308	16880	17308	1	16880	17308	*	*	*	*	*
19	EcolC_0018	Ecoli	+	17504	19165	17504	19165	1	17504	19165	*	*	*	*	*
19	EcolC_0019	Ecoli	-	19162	19878	19162	19878	1	19162	19878	*	*	*	*	*
19	EcolC_0020	Ecoli	+	20174	21790	20174	21790	1	20174	21790	*	*	*	*	*
19	EcolC_0021	Ecoli	+	21790	23112	21790	23112	1	21790	23112	*	*	*	*	*
19	EcolC_0023	Ecoli	+	23681	24889	23681	24889	1	23681	24889	*	*	*	*	*
19	EcolC_0024	Ecoli	+	25060	25407	25060	25407	1	25060	25407	*	*	*	*	*
19	EcolC_0025	Ecoli	+	25397	25759	25397	25759	1	25397	25759	*	*	*	*	*
19	EcolC_0026	Ecoli	+	25756	26253	25756	26253	1	25756	26253	*	*	*	*	*
19	EcolC_0027	Ecoli	-	26261	27445	26261	27445	1	26261	27445	*	*	*	*	*
19	EcolC_0028	Ecoli	+	28583	30271	28583	30271	1	28583	30271	*	*	*	*	*
19	EcolC_0029	Ecoli	+	30275	30565	30275	30565	1	30275	30565	*	*	*	*	*
19	EcolC_0030	Ecoli	+	30640	31230	30640	31230	1	30640	31230	*	*	*	*	*
19	EcolC_0031	Ecoli	+	31230	32732	31230	32732	1	31230	32732	*	*	*	*	*
19	EcolC_0032	Ecoli	+	32742	34061	32742	34061	1	32742	34061	*	*	*	*	*
19	EcolC_0033	Ecoli	+	34199	35590	34199	35590	1	34199	35590	*	*	*	*	*
19	EcolC_0034	Ecoli	-	35635	37401	35635	37401	1	35635	37401	*	*	*	*	*
19	EcolC_0035	Ecoli	+	37576	38910	37576	38910	1	37576	38910	*	*	*	*	*
19	EcolC_0036	Ecoli	+	38963	39415	38963	39415	1	38963	39415	*	*	*	*	*
19	EcolC_0037	Ecoli	+	39461	40816	39461	40816	1	39461	40816	*	*	*	*	*
19	EcolC_0038	Ecoli	-	40857	41150	40857	41150	1	40857	41150	*	*	*	*	*
19	EcolC_0039	Ecoli	+	41372	42190	41372	42190	1	41372	42190	*	*	*	*	*
19	EcolC_0040	Ecoli	-	42194	43117	42194	43117	1	42194	43117	*	*	*	*	*
19	EcolC_0041	Ecoli	-	43228	44412	43228	44412	1	43228	44412	*	*	*	*	*
19	EcolC_0043	Ecoli	-	45542	47875	45542	47875	1	45542	47875	*	*	*	*	*
19	EcolC_0044	Ecoli	-	47890	48210	47890	48210	1	47890	48210	*	*	*	*	*
19	EcolC_0045	Ecoli	-	48346	48801	48346	48801	1	48346	48801	*	*	*	*	*
19	EcolC_0046	Ecoli	-	48794	49081	48794	49081	1	48794	49081	*	*	*	*	*
19	EcolC_0047	Ecoli	-	49074	49664	49074	49664	1	49074	49664	*	*	*	*	*
19	EcolC_0048	Ecoli	-	49661	49927	49661	49927	1	49661	49927	*	*	*	*	*
19	EcolC_0049	Ecoli	+	50480	51214	50480	51214	1	50480	51214	*	*	*	*	*
19	EcolC_0050	Ecoli	+	51214	51456	51214	51456	1	51214	51456	*	*	*	*	*
19	EcolC_0051	Ecoli	+	51480	52043	51480	52043	1	51480	52043	*	*	*	*	*
19	EcolC_0052	Ecoli	-	52323	54089	52323	54089	1	52323	54089	*	*	*	*	*
19	EcolC_0053	Ecoli	-	54119	55294	54119	55294	1	54119	55294	*	*	*	*	*
19	EcolC_0054	Ecoli	+	55844	57226	55844	57226	1	55844	57226	*	*	*	*	*
19	EcolC_0055	Ecoli	+	57236	59554	57236	59554	1	57236	59554	*	*	*	*	*
19	EcolC_0056	Ecoli	-	59607	61316	59607	61316	1	59607	61316	*	*	*	*	*
19	EcolC_0057	Ecoli	-	61437	62828	61437	62828	1	61437	62828	*	*	*	*	*
19	EcolC_0058	Ecoli	+	63108	64313	63108	64313	1	63108	64313	*	*	*	*	*
19	EcolC_0059	Ecoli	-	64482	66563	64482	66563	1	64482	66563	*	*	*	*	*
19	EcolC_0060	Ecoli	-	66569	67258	66569	67258	1	66569	67258	*	*	*	*	*
19	EcolC_0061	Ecoli	-	67265	69373	67265	69373	1	67265	69373	*	*	*	*	*
19	EcolC_0062	Ecoli	-	69392	69667	69392	69667	1	69392	69667	*	*	*	*	*
19	EcolC_0063	Ecoli	-	69722	70345	69722	70345	1	69722	70345	*	*	*	*	*
19	EcolC_0064	Ecoli	+	70603	72285	70603	72285	1	70603	72285	*	*	*	*	*
19	EcolC_0065	Ecoli	-	72282	72899	72282	72899	1	72282	72899	*	*	*	*	*
19	EcolC_0066	Ecoli	-	73190	74014	73190	74014	1	73190	74014	*	*	*	*	*
